,Tax Roll,Property Address,Sale Price,Time-adjusted Sale Price,2020_assessed_value_CAD,Title Transfer Date,Community,Property,Structure,Total Floor Area (sq.ft),Year Built,legal_desc,land_use,classifications,parcel_area (m2),year_built,finished_below_grade,garage,deck,veranda,fireplace,walkout_basement,lat,lon
97,850720,232 APPALOOSA LN SE,916650,886000,836000,01/17/2017,Annexation,Single Family,2 Storey,3111,2006,Meridian: W4 Range: 29 Township: 27 Section: 1 Part Section: NW,RR-2 Rural Residential Two-Acre District ANNEX2,Single Family Dwelling Annex,8094,2006,None,Yes,Yes,Yes,Yes,No,51.2832723,-113.9574814
98,850754,205 FARRIES DR SE,675000,645000,746000,02/28/2017,Annexation,Single Family,Bungalow,2157,1999,Meridian: W4 Range: 29 Township: 27 Section: 2 Part Section: NE,RR-2 Rural Residential Two-Acre District ANNEX2,Single Family Dwelling,7972,1999,Yes,Yes,Yes,No,Yes,No,51.2801957,-113.9696733
99,850701,344 MUSTANG LN SE,929000,888100,884000,06/14/2017,Annexation,Single Family,2 Storey,2773,2004,Meridian: W4 Range: 29 Township: 27 Section: 1 Part Section: NW,RR-4 Rural Residential Four-Acre District ANNEX2,Single Family Dwelling Annex,16187,2004,Yes,Yes,Yes,Yes,Yes,No,51.283873,-113.95969
100,850710,207 APPALOOSA LN SE,875000,867100,850000,07/17/2017,Annexation,Single Family,2 Storey,2886,2005,Plan: 0313300 Block/Unit: 1 Lot: 40,RR-2 Rural Residential Two-Acre District ANNEX2,Single Family Dwelling Annex,8215,2005,Yes,Yes,Yes,No,Yes,No,51.281577,-113.961362
101,850731,270169 RGE RD 291 SE,667500,637800,630000,03/02/2018,Annexation,Single Family,Bungalow,1454,1974,Meridian: W4 Range: 29 Township: 27 Section: 2 Part Section: NE,RR-2 Rural Residential Two-Acre District ANNEX2,Single Family Dwelling Annex,11088,1974,Yes,Yes,Yes,Yes,Yes,No,51.2996829,-113.96646
102,850718,220 APPALOOSA LN SE,1141600,1098400,783000,04/17/2018,Annexation,Single Family,Bi-Level,1980,2006,Meridian: W4 Range: 29 Township: 27 Section: 1 Part Section: NW,RR-2 Rural Residential Two-Acre District ANNEX2,Single Family Dwelling Annex,8094,2006,Yes,Yes,Yes,No,Yes,Yes,51.282177,-113.958719
103,850798,107 CROXFORD ET NE,1050000,1005800,1078000,05/15/2018,Annexation,Single Family,Bungalow,2971,1980,Meridian: W4 Range: 29 Township: 27 Section: 14 Part Section: N,RR-4 Rural Residential Four-Acre District ANNEX2,Single Family Dwelling Annex,16187,1980,Yes,Yes,None,None,Yes,No,51.3077511,-113.9753292
104,850896,271196 RGE RD 13 NW,905000,866900,776000,05/31/2018,Annexation,Single Family,2 Storey,2285,1993,Meridian: W5 Range: 1 Township: 27 Section: 10 Part Section: NW,RR-4 Rural Residential Four-Acre District ANNEX2,Single Family Dwelling Annex,13314,1993,Yes,Yes,None,None,Yes,No,51.3067412,-114.0720131
105,850678,139 PINTO LN SE,1173000,1133800,1015000,06/16/2018,Annexation,Single Family,2 Storey,2594,2003,Meridian: W4 Range: 29 Township: 27 Section: 1 Part Section: NW,RR-4 Rural Residential Four-Acre District ANNEX2,Single Family Dwelling Annex,16187,2003,Yes,Yes,Yes,No,Yes,Yes,51.278757,-113.958856
106,850659,19 DRY CREEK BA SW,715000,686600,639000,09/26/2018,Annexation,Single Family,Split Level (no crawl),1615,1976,Meridian: W5 Range: 1 Township: 26 Section: 34 Part Section: SE,RR-4 Rural Residential Four-Acre District ANNEX2,Single Family Dwelling Annex,16187,1976,Yes,Yes,Yes,No,Yes,No,51.2579465,-114.0501467
107,850719,228 APPALOOSA LN SE,790000,774100,699000,05/13/2019,Annexation,Single Family,2 Storey,1980,2004,Meridian: W4 Range: 29 Township: 27 Section: 1 Part Section: NW,RR-2 Rural Residential Two-Acre District ANNEX2,Single Family Dwelling Annex,8094,2004,Yes,Yes,Yes,Yes,Yes,No,51.282944,-113.957569
108,850814,32 HAMILTON GR NE,855000,857900,807000,06/20/2019,Annexation,Single Family,Bungalow,1549,2000,Meridian: W4 Range: 29 Township: 27 Section: 14 Part Section: NW,RR-4 Rural Residential Four-Acre District ANNEX2,Single Family Dwelling Annex,16390,2000,Yes,Yes,Yes,No,Yes,Yes,51.3036605,-113.9898931
109,853842,1342 BAYSIDE DR SW,502134,479800,480000,07/05/2016,Bayside,Single Family,Bungalow,1377,2014,Plan: 1313368 Block/Unit: 6 Lot: 61,R1 Single Detached Residential District,Single Family Dwelling,445,2014,Yes,Yes,Yes,Yes,Yes,No,51.2784423,-114.0268645
110,820086,254 BAYSIDE PT SW,490000,468200,483000,07/06/2016,Bayside,Single Family,2 Storey,2144,2003,Plan: 0212881 Block/Unit: 4 Lot: 5,R1 Single Detached Residential District,Single Family Dwelling,427,2003,Yes,Yes,Yes,No,Yes,Yes,51.2722948,-114.0323757
111,846982,6006 2370 BAYSIDE RD SW,315000,285100,283000,07/21/2016,Bayside,Condo,2 Storey,1386,2008,Plan: 0911339 Block/Unit: 223 Lot:,R3 Low Rise Multifamily Residential District,Condominium,128,2008,None,Yes,Yes,Yes,Yes,No,51.2734711,-114.0258163
112,845023,1667 BAYWATER ST SW,332000,317200,313000,07/29/2016,Bayside,Single Family,2 Storey,1250,2010,Plan: 0714427 Block/Unit: 21 Lot: 9,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,321,2010,None,None,Yes,Yes,None,No,51.2790899,-114.0339127
113,846668,2209 BAYSIDE CI SW,626155,598300,556000,07/25/2016,Bayside,Single Family,2 Storey,2182,2015,Plan: 0911011 Block/Unit: 25 Lot: 67,R1 Single Detached Residential District,Single Family Dwelling,563,2015,Yes,Yes,Yes,Yes,Yes,No,51.2727069,-114.034226
114,854149,138 BAYWATER WY SW,420500,401800,405000,07/13/2016,Bayside,Single Family,2 Storey,1731,2015,Plan: 1410328 Block/Unit: 16 Lot: 83,R1 Single Detached Residential District,Single Family Dwelling,361,2015,None,Yes,No,Yes,Yes,No,51.276063,-114.0391725
115,853899,222 BAYSIDE LP SW,549557,550900,488000,07/13/2016,Bayside,Single Family,2 Storey,2222,2015,Plan: 1313368 Block/Unit: 7 Lot: 31,R1 Single Detached Residential District,Single Family Dwelling,422,2015,Yes,Yes,No,Yes,Yes,No,51.2773064,-114.0278939
116,846973,4012 2370 BAYSIDE RD SW,325000,294200,302000,07/13/2016,Bayside,Condo,2 Storey,1386,2008,Plan: 0911339 Block/Unit: 214 Lot:,R3 Low Rise Multifamily Residential District,Condominium,128,2008,Yes,Yes,Yes,Yes,Yes,No,51.2736462,-114.0274096
117,855890,504 1530 BAYSIDE AV SW,280952,254300,302000,07/12/2016,Bayside,Condo,2 Storey,1264,2015,Plan: 1511490 Block/Unit: 24 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,105,2015,Yes,Yes,Yes,No,Yes,No,51.2727394,-114.0363046
118,853898,221 BAYSIDE LP SW,557828,533000,527000,07/15/2016,Bayside,Single Family,2 Storey,2417,2015,Plan: 1313368 Block/Unit: 6 Lot: 44,R1 Single Detached Residential District,Single Family Dwelling,402,2015,Yes,Yes,Yes,Yes,Yes,No,51.277989,-114.0272721
119,853898,221 BAYSIDE LP SW,557828,533000,527000,07/15/2016,Bayside,Single Family,2 Storey,2417,2015,Plan: 1313368 Block/Unit: 6 Lot: 44,R1 Single Detached Residential District,Single Family Dwelling,402,2015,Yes,Yes,Yes,Yes,Yes,No,51.277989,-114.0272721
120,853898,221 BAYSIDE LP SW,557828,533000,527000,07/15/2016,Bayside,Single Family,2 Storey,2417,2015,Plan: 1313368 Block/Unit: 6 Lot: 44,R1 Single Detached Residential District,Single Family Dwelling,402,2015,Yes,Yes,Yes,Yes,Yes,No,51.277989,-114.0272721
121,853898,221 BAYSIDE LP SW,557828,533000,527000,07/15/2016,Bayside,Single Family,2 Storey,2417,2015,Plan: 1313368 Block/Unit: 6 Lot: 44,R1 Single Detached Residential District,Single Family Dwelling,402,2015,Yes,Yes,Yes,Yes,Yes,No,51.277989,-114.0272721
122,853898,221 BAYSIDE LP SW,530000,503700,527000,08/02/2017,Bayside,Single Family,2 Storey,2417,2015,Plan: 1313368 Block/Unit: 6 Lot: 44,R1 Single Detached Residential District,Single Family Dwelling,402,2015,Yes,Yes,Yes,Yes,Yes,No,51.277989,-114.0272721
123,853898,221 BAYSIDE LP SW,530000,503700,527000,08/02/2017,Bayside,Single Family,2 Storey,2417,2015,Plan: 1313368 Block/Unit: 6 Lot: 44,R1 Single Detached Residential District,Single Family Dwelling,402,2015,Yes,Yes,Yes,Yes,Yes,No,51.277989,-114.0272721
124,853898,221 BAYSIDE LP SW,530000,503700,527000,08/02/2017,Bayside,Single Family,2 Storey,2417,2015,Plan: 1313368 Block/Unit: 6 Lot: 44,R1 Single Detached Residential District,Single Family Dwelling,402,2015,Yes,Yes,Yes,Yes,Yes,No,51.277989,-114.0272721
125,853898,221 BAYSIDE LP SW,530000,503700,527000,08/02/2017,Bayside,Single Family,2 Storey,2417,2015,Plan: 1313368 Block/Unit: 6 Lot: 44,R1 Single Detached Residential District,Single Family Dwelling,402,2015,Yes,Yes,Yes,Yes,Yes,No,51.277989,-114.0272721
126,846794,1207 2370 BAYSIDE RD SW,210000,176900,187000,07/19/2016,Bayside,Apartment,Apartment,1000,2008,Plan: 0911339 Block/Unit: 35 Lot:,R3 Low Rise Multifamily Residential District,Condominium,93,2008,None,None,Yes,No,None,No,51.274081,-114.025537
127,854142,1742 BAYWATER VW SW,455000,434800,435000,07/19/2016,Bayside,Single Family,2 Storey,1972,2015,Plan: 1410328 Block/Unit: 15 Lot: 18,R1 Single Detached Residential District,Single Family Dwelling,372,2015,None,Yes,Yes,Yes,Yes,No,51.2963701,-113.98763
128,854142,1742 BAYWATER VW SW,455000,434800,435000,07/19/2016,Bayside,Single Family,2 Storey,1972,2015,Plan: 1410328 Block/Unit: 15 Lot: 18,R1 Single Detached Residential District,Single Family Dwelling,372,2015,None,Yes,Yes,Yes,Yes,No,51.2963701,-113.98763
129,854142,1742 BAYWATER VW SW,455000,434800,435000,07/19/2016,Bayside,Single Family,2 Storey,1972,2015,Plan: 1410328 Block/Unit: 15 Lot: 18,R1 Single Detached Residential District,Single Family Dwelling,372,2015,None,Yes,Yes,Yes,Yes,No,51.2963701,-113.98763
130,854142,1742 BAYWATER VW SW,455000,434800,435000,07/19/2016,Bayside,Single Family,2 Storey,1972,2015,Plan: 1410328 Block/Unit: 15 Lot: 18,R1 Single Detached Residential District,Single Family Dwelling,372,2015,None,Yes,Yes,Yes,Yes,No,51.2963701,-113.98763
131,854142,1742 BAYWATER VW SW,476500,471300,435000,10/29/2018,Bayside,Single Family,2 Storey,1972,2015,Plan: 1410328 Block/Unit: 15 Lot: 18,R1 Single Detached Residential District,Single Family Dwelling,372,2015,None,Yes,Yes,Yes,Yes,No,51.2963701,-113.98763
132,854142,1742 BAYWATER VW SW,476500,471300,435000,10/29/2018,Bayside,Single Family,2 Storey,1972,2015,Plan: 1410328 Block/Unit: 15 Lot: 18,R1 Single Detached Residential District,Single Family Dwelling,372,2015,None,Yes,Yes,Yes,Yes,No,51.2963701,-113.98763
133,854142,1742 BAYWATER VW SW,476500,471300,435000,10/29/2018,Bayside,Single Family,2 Storey,1972,2015,Plan: 1410328 Block/Unit: 15 Lot: 18,R1 Single Detached Residential District,Single Family Dwelling,372,2015,None,Yes,Yes,Yes,Yes,No,51.2963701,-113.98763
134,854142,1742 BAYWATER VW SW,476500,471300,435000,10/29/2018,Bayside,Single Family,2 Storey,1972,2015,Plan: 1410328 Block/Unit: 15 Lot: 18,R1 Single Detached Residential District,Single Family Dwelling,372,2015,None,Yes,Yes,Yes,Yes,No,51.2963701,-113.98763
135,854129,151 BAYWATER RI SW,549406,525000,552000,07/14/2016,Bayside,Single Family,2 Storey,2432,2015,Plan: 1410328 Block/Unit: 16 Lot: 22,R1 Single Detached Residential District,Single Family Dwelling,732,2015,None,Yes,Yes,Yes,Yes,No,51.2763463,-114.03973
136,853901,226 BAYSIDE LP SW,507619,484100,521000,08/22/2016,Bayside,Single Family,2 Storey,2266,2015,Plan: 1313368 Block/Unit: 7 Lot: 32,R1 Single Detached Residential District,Single Family Dwelling,422,2015,Yes,Yes,Yes,Yes,Yes,No,51.2773774,-114.0281907
137,854144,1746 BAYWATER VW SW,495000,472000,490000,08/23/2016,Bayside,Single Family,2 Storey,2234,2015,Plan: 1410328 Block/Unit: 15 Lot: 19,R1 Single Detached Residential District,Single Family Dwelling,396,2015,None,Yes,Yes,Yes,Yes,No,51.276893,-114.033548
138,853897,218 BAYSIDE LP SW,570000,543600,542000,08/27/2016,Bayside,Single Family,2 Storey,2504,2015,Plan: 1313368 Block/Unit: 7 Lot: 30,R1 Single Detached Residential District,Single Family Dwelling,422,2015,Yes,Yes,Yes,Yes,Yes,No,51.2773702,-114.0277368
139,854124,131 BAYWATER RI SW,547000,521600,544000,08/27/2016,Bayside,Single Family,2 Storey,2432,2015,Plan: 1410328 Block/Unit: 16 Lot: 27,R1 Single Detached Residential District,Single Family Dwelling,464,2015,Yes,Yes,Yes,Yes,Yes,Yes,51.2769428,-114.0399945
140,855893,601 1530 BAYSIDE AV SW,322500,292700,308000,08/26/2016,Bayside,Condo,2 Storey,1272,2014,Plan: 1511490 Block/Unit: 27 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,106,2014,Yes,Yes,Yes,No,Yes,No,51.2727158,-114.0358231
141,854121,119 BAYWATER RI SW,505000,481600,489000,08/16/2016,Bayside,Single Family,2 Storey,1979,2015,Plan: 1410328 Block/Unit: 16 Lot: 30,R1 Single Detached Residential District,Single Family Dwelling,488,2015,None,Yes,Yes,Yes,Yes,Yes,51.2782232,-114.0360003
142,857218,341 BAYSIDE CR SW,714190,747600,654000,08/09/2016,Bayside,Single Family,Bungalow,1502,2016,Plan: 1610755 Block/Unit: 5 Lot: 89,R1 Single Detached Residential District,Single Family Dwelling,688,2016,Yes,Yes,Yes,Yes,Yes,Yes,51.2765973,-114.0292393
143,846746,2413 BAYSIDE CI SW,742000,707600,654000,08/31/2016,Bayside,Single Family,Bungalow,1545,2012,Plan: 0911011 Block/Unit: 25 Lot: 14,R1 Single Detached Residential District,Single Family Dwelling,668,2012,Yes,Yes,Yes,Yes,Yes,Yes,51.2739536,-114.0346262
144,854148,137 BAYWATER WY SW,510000,486300,486000,08/30/2016,Bayside,Single Family,2 Storey,2261,2015,Plan: 1410328 Block/Unit: 15 Lot: 20,R1 Single Detached Residential District,Single Family Dwelling,400,2015,None,Yes,Yes,Yes,Yes,No,51.2756456,-114.0391973
145,844960,84 BAYWATER CO SW,491500,468700,456000,08/29/2016,Bayside,Single Family,Bungalow,1306,2009,Plan: 0714427 Block/Unit: 20 Lot: 27,R1 Single Detached Residential District,Single Family Dwelling,390,2009,Yes,Yes,Yes,Yes,Yes,No,51.2776317,-114.0369723
146,820004,121 BAYSIDE PL SW,431000,411000,437000,08/11/2016,Bayside,Single Family,2 Storey,1975,2003,Plan: 0212881 Block/Unit: 1 Lot: 5,R1 Single Detached Residential District,Single Family Dwelling,625,2003,Yes,Yes,Yes,No,Yes,Yes,51.2761198,-114.0256722
147,846788,1135 2370 BAYSIDE RD SW,287000,236200,241000,08/10/2016,Bayside,Apartment,Apartment,1378,2008,Plan: 0911339 Block/Unit: 26 Lot:,R3 Low Rise Multifamily Residential District,Condominium,128,2008,None,None,None,None,None,No,51.2736149,-114.0264383
148,846788,1135 2370 BAYSIDE RD SW,287000,236200,241000,08/10/2016,Bayside,Apartment,Apartment,1378,2008,Plan: 0911339 Block/Unit: 26 Lot:,R3 Low Rise Multifamily Residential District,Condominium,128,2008,None,None,None,None,None,No,51.2736149,-114.0264383
149,846788,1135 2370 BAYSIDE RD SW,287000,236200,241000,08/10/2016,Bayside,Apartment,Apartment,1378,2008,Plan: 0911339 Block/Unit: 26 Lot:,R3 Low Rise Multifamily Residential District,Condominium,128,2008,None,None,None,None,None,No,51.2736149,-114.0264383
150,846788,1135 2370 BAYSIDE RD SW,287000,236200,241000,08/10/2016,Bayside,Apartment,Apartment,1378,2008,Plan: 0911339 Block/Unit: 26 Lot:,R3 Low Rise Multifamily Residential District,Condominium,128,2008,None,None,None,None,None,No,51.2736149,-114.0264383
151,846788,1135 2370 BAYSIDE RD SW,299000,251700,241000,02/10/2017,Bayside,Apartment,Apartment,1378,2008,Plan: 0911339 Block/Unit: 26 Lot:,R3 Low Rise Multifamily Residential District,Condominium,128,2008,None,None,None,None,None,No,51.2736149,-114.0264383
152,846788,1135 2370 BAYSIDE RD SW,299000,251700,241000,02/10/2017,Bayside,Apartment,Apartment,1378,2008,Plan: 0911339 Block/Unit: 26 Lot:,R3 Low Rise Multifamily Residential District,Condominium,128,2008,None,None,None,None,None,No,51.2736149,-114.0264383
153,846788,1135 2370 BAYSIDE RD SW,299000,251700,241000,02/10/2017,Bayside,Apartment,Apartment,1378,2008,Plan: 0911339 Block/Unit: 26 Lot:,R3 Low Rise Multifamily Residential District,Condominium,128,2008,None,None,None,None,None,No,51.2736149,-114.0264383
154,846788,1135 2370 BAYSIDE RD SW,299000,251700,241000,02/10/2017,Bayside,Apartment,Apartment,1378,2008,Plan: 0911339 Block/Unit: 26 Lot:,R3 Low Rise Multifamily Residential District,Condominium,128,2008,None,None,None,None,None,No,51.2736149,-114.0264383
155,846672,2217 BAYSIDE CI SW,733602,734500,726000,08/12/2016,Bayside,Single Family,2 Storey,2555,2016,Plan: 0911011 Block/Unit: 25 Lot: 65,R1 Single Detached Residential District,Single Family Dwelling,544,2016,Yes,Yes,Yes,Yes,Yes,Yes,51.272696,-114.03376
156,853924,2206 BAYSIDE RD SW,429784,431200,459000,09/17/2016,Bayside,Single Family,Bungalow,1383,2015,Plan: 1313368 Block/Unit: 6 Lot: 54,R1 Single Detached Residential District,Single Family Dwelling,403,2015,Yes,Yes,Yes,Yes,Yes,No,51.2781088,-114.0279298
157,853920,2198 BAYSIDE RD SW,474883,472000,443000,09/15/2016,Bayside,Single Family,2 Storey,1891,2014,Plan: 1313368 Block/Unit: 6 Lot: 56,R1 Single Detached Residential District,Single Family Dwelling,408,2014,Yes,Yes,Yes,Yes,Yes,No,51.2782161,-114.0275993
158,855876,204 1530 BAYSIDE AV SW,285714,260000,302000,09/14/2016,Bayside,Condo,2 Storey,1264,2015,Plan: 1511490 Block/Unit: 11 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,144,2015,Yes,Yes,Yes,No,Yes,No,51.2720621,-114.0365089
159,844858,222 BAYSIDE PT SW,300000,273000,271000,09/15/2016,Bayside,Condo,2 Storey,1296,2006,Plan: 0714009 Block/Unit: 7 Lot:,DC-08,Condominium,137,2006,Yes,Yes,Yes,Yes,None,Yes,51.273038,-114.031402
160,846767,1109 2370 BAYSIDE RD SW,206000,173400,178000,09/29/2016,Bayside,Apartment,Apartment,942,2008,Plan: 0911339 Block/Unit: 5 Lot:,R3 Low Rise Multifamily Residential District,Condominium,87,2008,None,None,Yes,No,None,No,51.274442,-114.025547
161,854122,123 BAYWATER RI SW,495738,472700,530000,09/22/2016,Bayside,Single Family,2 Storey,2087,2015,Plan: 1410328 Block/Unit: 16 Lot: 29,R1 Single Detached Residential District,Single Family Dwelling,464,2015,None,Yes,Yes,Yes,Yes,Yes,51.2782232,-114.0360003
162,845092,1865 BAYWATER ST SW,420000,400500,401000,09/22/2016,Bayside,Single Family,2 Storey,1647,2009,Plan: 0714427 Block/Unit: 14 Lot: 9,R1 Single Detached Residential District,Single Family Dwelling,427,2009,Yes,Yes,Yes,No,Yes,No,51.2746919,-114.0364351
163,855891,505 1530 BAYSIDE AV SW,300000,273000,288000,09/27/2016,Bayside,Condo,2 Storey,1264,2015,Plan: 1511490 Block/Unit: 25 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,105,2015,None,Yes,Yes,No,Yes,No,51.2727389,-114.0362317
164,855891,505 1530 BAYSIDE AV SW,300000,273000,288000,09/27/2016,Bayside,Condo,2 Storey,1264,2015,Plan: 1511490 Block/Unit: 25 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,105,2015,None,Yes,Yes,No,Yes,No,51.2727389,-114.0362317
165,855891,505 1530 BAYSIDE AV SW,300000,273000,288000,09/27/2016,Bayside,Condo,2 Storey,1264,2015,Plan: 1511490 Block/Unit: 25 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,105,2015,None,Yes,Yes,No,Yes,No,51.2727389,-114.0362317
166,855891,505 1530 BAYSIDE AV SW,300000,273000,288000,09/27/2016,Bayside,Condo,2 Storey,1264,2015,Plan: 1511490 Block/Unit: 25 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,105,2015,None,Yes,Yes,No,Yes,No,51.2727389,-114.0362317
167,855891,505 1530 BAYSIDE AV SW,297500,286700,288000,06/07/2018,Bayside,Condo,2 Storey,1264,2015,Plan: 1511490 Block/Unit: 25 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,105,2015,None,Yes,Yes,No,Yes,No,51.2727389,-114.0362317
168,855891,505 1530 BAYSIDE AV SW,297500,286700,288000,06/07/2018,Bayside,Condo,2 Storey,1264,2015,Plan: 1511490 Block/Unit: 25 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,105,2015,None,Yes,Yes,No,Yes,No,51.2727389,-114.0362317
169,855891,505 1530 BAYSIDE AV SW,297500,286700,288000,06/07/2018,Bayside,Condo,2 Storey,1264,2015,Plan: 1511490 Block/Unit: 25 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,105,2015,None,Yes,Yes,No,Yes,No,51.2727389,-114.0362317
170,855891,505 1530 BAYSIDE AV SW,297500,286700,288000,06/07/2018,Bayside,Condo,2 Storey,1264,2015,Plan: 1511490 Block/Unit: 25 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,105,2015,None,Yes,Yes,No,Yes,No,51.2727389,-114.0362317
171,846722,2329 BAYSIDE CI SW,745000,710400,712000,09/24/2016,Bayside,Single Family,2 Storey,2556,2011,Plan: 0911011 Block/Unit: 25 Lot: 37,R1 Single Detached Residential District,Single Family Dwelling,563,2011,Yes,Yes,Yes,Yes,Yes,Yes,51.275453,-114.03239
